                                                                           
      40      40     240      40      40     240       2       1
     0        4.66240973      0.00000000      0.00000000      0.00000000      0.00000000      0.00000000
   1.00000000000000       0.000000000000000E+000  0.000000000000000E+000
 -0.500000000000000       0.866025403700960       0.000000000000000E+000
  0.000000000000000E+000  0.000000000000000E+000   6.07966555912157     
      385.4421245554       10.0000000000       70.0000000000    11
   1   C     4.00
   1       0.000000000    0.000000000    3.039832780    1
   2       0.000000000    0.577350300    3.039832780    1
  2.863919699E-02  2.747162314E-02  2.754076248E-02  2.774313819E-02  2.722043199E-02
  2.751479377E-02  2.758291804E-02  2.755165819E-02  2.755123329E-02  2.762557481E-02
  2.753098799E-02  2.751149798E-02  2.725406856E-02  2.735055397E-02  2.716866738E-02
  2.705624994E-02  2.775906539E-02  2.745192181E-02  2.712008387E-02  2.753833532E-02
  2.753505928E-02  2.753833532E-02  2.712008387E-02  2.745192181E-02  2.775906539E-02
  2.705624994E-02  2.716866738E-02  2.735055397E-02  2.725406856E-02  2.751149798E-02
  2.753098799E-02  2.762557481E-02  2.755123329E-02  2.755165819E-02  2.758291804E-02
  2.751479377E-02  2.722043199E-02  2.774313819E-02  2.754076248E-02  2.747162314E-02
  2.747162380E-02  2.747162380E-02  2.725708428E-02  2.768239984E-02  2.739857826E-02
  2.754035841E-02  2.761845742E-02  2.746541553E-02  2.744002006E-02  2.757242640E-02
  2.739468876E-02  2.735858826E-02  2.732885996E-02  2.697229454E-02  2.732142825E-02
  2.730149554E-02  2.736411804E-02  2.760561047E-02  2.718194376E-02  2.738661919E-02
  2.750212357E-02  2.750212357E-02  2.738661919E-02  2.718194376E-02  2.760561047E-02
  2.736411804E-02  2.730149554E-02  2.732142825E-02  2.697229454E-02  2.732885996E-02
  2.735858826E-02  2.739468876E-02  2.757242640E-02  2.744002006E-02  2.746541553E-02
  2.761845742E-02  2.754035841E-02  2.739857826E-02  2.768239984E-02  2.725708428E-02
  2.754076244E-02  2.704461504E-02  2.754076244E-02  2.768240033E-02  2.759698741E-02
